20,98758	95,94565
51,16293	11,48779
39,12323	39,32338
81,51985	98,46179
11,61342	73,83568
71,35231	80,91277
38,38897	99,34665
76,28083	2,54582
91,30183	64,27353
10,68799	96,03843
2,66406	90,66409
97,72252	12,66352
29,38501	68,58336
28,66777	8,07637
93,85729	85,92600
31,70209	57,46181
70,02714	74,71211
68,92624	2,24206
78,49504	22,99057
77,50550	62,67438
78,02757	22,66545
45,87206	85,92170
92,52161	97,87751
69,15572	37,55824
92,24725	86,01413
59,35856	85,97610
56,10571	23,98743
95,26222	73,78760
77,67411	26,11169
84,65349	18,07217
41,96861	26,72786
77,17736	32,19553
92,14300	0,66385
9,97347	15,93252
25,74973	67,68629
90,22529	17,75429
8,72570	33,29036
18,84868	33,39404
71,92511	17,49098
37,76893	68,18470
59,80689	75,71995
39,58363	57,16579
33,79458	21,50013
12,88075	6,58535
93,86133	19,25893
9,07937	93,17716
71,05310	27,46011
7,38299	33,47213
60,94828	37,17406
23,28301	14,40652
13,46196	69,27318
53,02278	58,61892
67,93843	64,63044
71,52996	83,08143
24,13546	26,01560
4,54797	98,08979
69,48921	47,82488
77,04468	85,14065
40,95872	0,34648
99,44920	86,85356
85,78401	18,95547
90,86551	39,84881
99,65220	85,44824
54,13386	82,37125
63,05088	78,66798
11,45916	72,45430
66,99853	14,63906
81,29754	59,54700
17,87646	92,61966
27,29054	62,78097
37,74741	12,79824
38,25861	22,43322
31,33067	33,80115
4,61352	7,64428
73,71403	93,74475
41,02165	83,08047
83,91785	27,25699
67,74830	59,98260
88,58679	72,70989
3,83511	82,92274
47,36988	78,84550
44,11097	32,59415
6,95977	88,04457
89,00911	57,08877
74,29703	94,67856
71,26081	79,37032
51,10582	51,30175
76,75882	67,03001
51,71206	22,88200
88,23119	91,91594
34,00563	69,83484
89,83908	51,85586
9,44324	74,31708
58,40938	74,44718
62,14858	11,05253
32,73599	73,76682
99,45193	3,90385
96,23118	84,85754
76,62096	2,47080
30,18090	57,97613
87,07033	59,18692
94,95584	54,84287
85,99713	86,70260
74,75260	52,51062
20,17498	27,78431
77,78686	26,97564
69,54930	75,52596
18,33327	58,28127
67,31171	40,35988
19,60444	71,61948
54,29156	72,17108
67,18379	4,81422
40,78765	10,76025
11,57513	71,57432
94,37372	55,96700
65,40407	72,03278
45,74584	19,95645
65,90424	87,34292
6,34068	48,48858
76,54401	83,48110
21,23820	75,43128
82,99675	40,90932
38,77285	5,34430
98,13075	21,38011
64,31236	2,65280
28,29225	80,91994
79,82332	2,74558
68,87776	38,90635
53,12809	50,27455
91,03964	17,15783
31,16743	12,99818
53,34145	70,08439
10,11884	15,70337
22,27710	37,20081
1,88022	88,05641
13,79096	62,68327
71,21410	22,67511
74,28301	43,15402
0,75757	95,28064
4,05664	84,50785
52,13820	7,47909
88,76346	71,34761
30,59657	74,53886
45,12296	78,47548
27,80105	95,47193
6,04194	82,89009
12,95062	10,79282
67,23145	66,86877
65,79670	74,52116
92,51690	37,96810
96,87521	41,30943
28,25917	30,15485
80,02506	97,01957
8,65267	91,78303
30,17961	41,63804
43,13860	10,76215
95,45260	67,11057
64,76957	75,01532
96,70042	59,49419
84,08426	17,20485
40,02757	94,76547
36,89855	46,70694
48,11240	90,69048
36,39196	28,94598
4,76540	23,35314
39,96637	32,45270
83,79232	16,25525
19,57609	27,38966
38,01986	62,34277
80,57651	85,79103
57,25138	44,87949
8,61074	3,39306
64,95571	81,78025
36,65181	35,68487
12,65191	29,83291
15,04016	16,68884
48,23829	50,17891
36,20423	7,98321
79,92385	54,48949
12,72427	7,60855
30,95583	22,46517
32,49746	33,75405
81,99677	5,60337
17,98477	86,49770
27,79009	9,61973
97,86795	82,37927
32,66298	78,47555
58,91749	51,21311
55,45082	86,65499
83,47006	82,30211
28,58733	83,15212
93,63673	8,09316
18,38985	20,56924
17,21084	17,31783
63,97943	45,79456
62,21696	96,79159
90,81030	24,91827
37,14021	11,29824
21,44378	24,36289
82,09777	44,36539
60,98657	72,64506
82,56203	39,24071
17,52357	82,75204
21,71755	99,00751
28,91080	23,80816
90,13174	27,53220
6,45365	92,52232
12,14152	18,81496
73,28134	49,84937
67,20627	31,31908
70,63837	56,36452
81,44980	15,98296
28,84885	61,04132
39,71166	1,87324
51,36994	72,44015
21,65111	81,81568
40,13573	68,75563
96,79423	81,84517
98,30283	83,73766
22,88777	42,94431
82,54450	39,19230
79,52075	91,29465
41,19994	81,58509
34,69747	24,14302
66,87066	20,21079
85,89336	92,38963
12,46612	57,45987
39,09768	18,13342
68,23572	47,90368
89,44477	45,66395
73,98464	22,23635
45,25813	87,76820
45,45605	64,55323
93,67944	95,72451
26,77231	37,01167
40,52704	50,98454
41,86315	4,61175
69,62631	49,29859
6,96877	24,65070
57,57679	23,91788
83,59095	30,34623
48,76875	33,51181
96,67571	56,19054
42,43450	22,56680
16,34574	23,78787
68,61728	47,28745
3,16147	31,24525
33,16339	48,39945
46,67443	66,62719
93,19082	43,75777
84,94687	96,55153
83,96025	8,29236
78,74677	64,69537
55,67195	6,57783
28,28760	71,79580
94,43490	44,19202
62,66699	98,67232
95,50186	8,03267
2,56917	76,86345
28,83709	72,89014
95,33072	7,66221
87,18070	61,82812
48,12964	79,65082
34,99663	61,30294
39,84264	37,27708
83,03876	8,45632
75,02607	8,58060
97,74214	87,64523
54,51058	8,86912
17,24435	96,02609
76,26022	98,96108
86,56431	63,89000
47,43161	91,55221
43,31376	44,44919
83,97896	67,33025
82,28910	19,90387
97,68589	83,65348
2,38913	5,87279
22,16533	32,92488
92,52663	74,64931
9,15368	35,23534
44,54972	59,24905
34,33561	30,41570
90,66124	44,84408
87,97139	68,32876
50,42227	1,93211
89,75810	83,04891
38,14854	66,46863
59,64209	76,51829
25,35604	26,19343
96,70934	30,33491
74,88491	29,51193
66,81626	10,51959
63,42822	93,54590
76,28320	29,42475
87,41511	51,34655
13,75820	81,38994
3,54518	44,76748
75,26868	74,31487
89,74376	39,12343
48,51402	38,01249
24,90547	8,51482
21,61188	2,02098
76,51603	16,57711
98,79658	0,49478
54,08981	96,41767
50,97780	79,86144
33,33353	15,63198
2,60306	56,12221
81,04405	97,54467
57,92768	92,99093
13,97070	58,20013
99,58093	49,50704
6,22056	10,13095
50,22742	76,32498
19,25750	78,56156
74,15773	23,57364
66,14360	73,45849
9,80269	59,99602
37,39402	61,71719
66,45048	93,02045
9,66449	87,77960
88,85646	22,48148
30,46254	98,10547
91,97016	56,89946
22,17207	35,17422
94,66446	70,54476
76,90276	80,07314
36,13707	81,95366
20,02407	39,23174
41,56427	90,12939
4,71579	90,49069
14,62258	13,35327
62,46510	26,44792
73,65360	37,34737
75,16251	58,90334
15,53287	94,47122
53,29683	77,22742
86,71347	63,70201
1,72196	85,60791
64,45041	2,33852
29,56595	79,38277
2,87187	94,68603
14,07535	59,04645
78,34869	30,42029
59,53566	22,02029
76,52345	5,89558
1,88131	16,90712
99,39585	75,35287
97,20612	92,70355
35,02103	65,80071
98,10808	26,32289
24,66291	9,28284
65,64972	65,78504
82,65444	39,31295
86,68816	83,55892
72,75213	44,44835
66,42655	94,79679
21,43226	71,29070
44,26110	58,57890
53,36113	21,64360
37,34593	46,79030
67,18229	94,12287
50,77010	34,88135
30,79846	79,20700
5,83944	41,51663
64,48616	28,53168
28,67790	19,99621
97,46626	84,17355
10,21116	83,33725
28,96380	71,73490
95,56778	27,03245
98,32547	32,23227
86,03076	98,75613
70,42345	92,10850
39,89516	52,66740
72,35944	48,12908
39,93500	17,46388
75,39270	74,49001
54,65539	1,96832
2,05138	43,15594
58,10332	59,78440
52,54628	85,26353
88,73354	35,43682
86,89143	11,36674
21,67315	18,41481
69,54625	51,36672
0,70164	38,66692
81,92879	71,16069
26,36048	47,34919
34,81011	72,36063
24,82904	40,00715
67,38475	83,87367
28,55146	95,87676
2,72252	9,70289
84,07154	26,61747
40,34203	6,01836
65,13049	50,54521
5,80628	22,36481
9,80496	34,31160
44,52628	56,81359
19,31058	72,97967
42,36817	42,93320
53,06863	11,57538
79,19515	7,64372
29,73146	46,44806
73,13518	13,33740
97,08458	83,15174
53,15069	25,08846
65,09123	69,06341
5,39698	24,34214
5,81795	63,58297
74,89065	24,16398
11,57697	56,51372
68,17001	27,94698
68,34435	96,10092
94,91433	13,41574
45,36014	42,21011
6,89896	16,83275
23,78961	17,25565
41,19863	38,50383
87,42224	87,74374
51,21125	89,99585
76,60781	72,67334
13,85981	55,92130
62,97651	41,54219
34,24006	48,71085
36,96294	34,33385
30,01676	93,48620
12,75104	8,61601
67,03166	91,96212
45,98006	94,75878
34,87123	79,24793
28,39924	19,28589
96,55253	5,48503
70,63135	38,50049
20,02077	45,44853
9,30307	9,78120
0,81200	63,55747
78,02289	16,32285
15,01996	39,17949
63,03466	52,60053
99,61593	87,68217
23,84769	72,46414
43,20556	96,37478
96,74212	99,52476
84,46724	31,30053
14,77053	0,37299
57,80115	60,78068
71,72493	25,17337
96,12867	84,67861
29,51040	27,30775
99,31700	54,54299
18,46475	83,99461
3,36358	19,10582
8,38601	53,19003
40,26072	32,05242
34,37711	18,58007
61,37033	14,54699
46,09011	94,10305
8,17429	73,68850
11,54967	82,19441
53,42592	39,88843
47,45816	5,82535
3,01316	1,10292
66,73276	63,41076
44,25444	79,91863
30,99702	87,79054
49,88301	20,68276
70,84764	25,74247
98,63605	28,18419
89,93926	92,86371
53,14979	26,83425
0,27826	0,16181
43,77201	89,86162
45,58878	93,32512
42,93870	21,72779
57,21212	93,39630
78,92146	63,78560
52,72324	78,45173
30,03770	33,14468
31,29571	99,89317
60,82560	97,77446
41,81908	84,08736
10,22117	37,06632
99,87046	30,34276
18,43474	36,39326
7,86459	79,59190
84,00938	16,64653
89,05443	94,65131
75,45408	5,29539
80,52683	62,56036
82,87938	14,20742
42,93574	2,25385
84,22363	1,28304
35,43784	36,70231
17,94290	57,89971
73,14313	67,65785
99,44799	82,22733
31,36596	73,27228
92,10694	69,66787
86,05927	34,10812
45,29168	75,98875
83,03768	81,44195
41,73269	86,16087
9,94269	53,26377
54,35549	52,47837
4,37586	38,00445
98,80825	49,22911
69,22361	83,77770
82,04958	28,00060
81,91972	51,80168
89,65105	47,64815
78,23957	96,66928
24,87899	96,01803
63,19245	63,26511
11,15528	16,70985
51,67635	0,38097
96,15703	3,47909
69,78186	4,46074
50,60021	27,32161
53,97983	23,40926
37,66237	16,84898
69,89985	70,02883
40,03492	21,25424
35,00443	17,40085
70,75531	46,98468
70,18626	74,40902
61,25500	74,17920
24,16377	68,60439
15,46886	26,99453
11,52270	95,74149
42,38703	93,13572
80,34911	30,56870
31,09043	62,22304
78,62201	31,83480
12,09622	80,06847
19,88124	15,97784
